opportunity_id,chunk_id,chunk_text,label,excludes,notes
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_8b,"in this capacity, part of the professional art practice in the Netherlands and/or the Caribbean part of the Kingdom.",RESIDENCE,False,split (Option B) from a DISCIPLINE+RESIDENCE compound sentence
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_9,You may not apply for the Voucher International contribution while studying at educational institutions for e.g.,STUDENT_STATUS,True,"current-enrollment exclusion, same pattern as a939eddff305_4"
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_10,"Bachelor’s, Master’s or postdoctoral programmes.",STUDENT_STATUS,False,continuation fragment of _9
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_11,This also applies to participation in programmes at postgraduate institutions.,STUDENT_STATUS,False,continuation fragment of _9
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_12,"In the case that a visual artist studies part-time (not a Bachelor's degree programme) for less than 20 hours a week, a grant may be awarded if: the applicant has been professionally active as an artist for at least 3 years, or has attended a Bachelor's degree programme (HBO) at a visual arts educational institution for at least 3 years and has subsequently been professionally active as an artist for at least 1 year.",CAREER_STAGE,False,same start-of-practice definitional cluster as _5/_6/_7
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_13,"For curators, critics and art observers: You have been working as a professional curator, art critic or art observer in the field of visual art for at least 2 years, and can support this with publications, exhibitions, research and/or projects.",CAREER_STAGE,False,years-of-practice threshold dominant over role restatement
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_14,You may not apply for the Voucher International contribution while studying at educational institutions for e.g.,STUDENT_STATUS,True,duplicate of _9 pattern for the curators track
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_15,"Bachelor's, Master's or postdoctoral programmes.",STUDENT_STATUS,False,continuation of _14
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_16,This also applies to participation in programmes at postgraduate institutions.,STUDENT_STATUS,False,continuation of _14
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_17a,"In order to be eligible for a contribution, you must be artistically and substantively active within the visual arts field.",DISCIPLINE,False,"split (Option B), duplicate of _8 pattern"
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_17b,"in this capacity, part of the professional art practice in the Netherlands and/or the Caribbean part of the Kingdom.",RESIDENCE,False,"split (Option B), duplicate of _8 pattern"
mondriaan_fund_e52bef22781c,mondriaan_fund_e52bef22781c_18,"For curators and art observers, the activity associated with the application must be part of their independent practice.",OTHER_ELIGIBILITY,False,"checkable requirement on the activity, same family as _1"
mondriaan_fund_3b86b5d4af2f,mondriaan_fund_3b86b5d4af2f_0a,"Independent curators, critics, theorists and art observers.",DISCIPLINE,False,split (Option B) from a DISCIPLINE+CAREER_STAGE compound sentence
mondriaan_fund_3b86b5d4af2f,mondriaan_fund_3b86b5d4af2f_0b,who have been professionally active for at least 2 years.,CAREER_STAGE,False,split (Option B) from a DISCIPLINE+CAREER_STAGE compound sentence
mondriaan_fund_3b86b5d4af2f,mondriaan_fund_3b86b5d4af2f_1,"You have been working as a professional curator or art observer in the visual arts or cultural heritage field for at least 2 years and can demonstrate this with publications, exhibitions, research and/or other projects.",CAREER_STAGE,False,"years-of-practice threshold dominant over role restatement, consistent with e52bef22781c_13"
kunstlerhaus_bethanien_25455ce5e85d,kunstlerhaus_bethanien_25455ce5e85d_1,Who cannot apply,NONE,False,intro fragment to following exclusion list
kunstlerhaus_bethanien_25455ce5e85d,kunstlerhaus_bethanien_25455ce5e85d_2,Previous recipients of the Residency are not eligible to apply.,OTHER_ELIGIBILITY,True,prior-recipient exclusion
kunstlerhaus_bethanien_25455ce5e85d,kunstlerhaus_bethanien_25455ce5e85d_3,"The previous recipients are Peter Robinson, Michael Stevenson, Ronnie van Hout, Mladen Bizumic, Sara Hughes, Alicia Frankovich, Ben Cauchi, Greg Semu, Oscar Enberg, Biljana Popovic, Ella Sutherland and most recently Areez Katki.",NONE,False,"named-list elaboration of _2, not itself a new constraint"
kulturdirektoratet_norway_51f931899871,kulturdirektoratet_norway_51f931899871_0,The scheme is aimed at applicants who represent the Romani people/Tater people or have broad roots in the group.,OTHER_ELIGIBILITY,False,"ethnic/cultural-group affiliation, no better-fitting category"
kulturdirektoratet_norway_51f931899871,kulturdirektoratet_norway_51f931899871_1,"Grants for preliminary projects may be applied for by private individuals, institutions, organizations, and enterprises affiliated with the Romani people/Tater people.",OTHER_ELIGIBILITY,False,same ethnic-affiliation criterion
kulturdirektoratet_norway_51f931899871,kulturdirektoratet_norway_51f931899871_2,Development grants may be applied for by enterprises that are registered in the Register of Business Enterprises with a legal form other than sole proprietorship.,OTHER_ELIGIBILITY,False,entity-type/legal-form requirement
kulturdirektoratet_norway_51f931899871,kulturdirektoratet_norway_51f931899871_3,"Beyond this, there are no requirements regarding a specific organizational form, but you cannot take out dividends from funds you have received in grant funding.",OTHER_ELIGIBILITY,False,"org-form waiver (SS6 edge case) dominant; dividend clause is a post-award fund-usage rule, not an eligibility gate, not split"
kulturdirektoratet_norway_51f931899871,kulturdirektoratet_norway_51f931899871_4,Applicants that receive a fixed annual state grant are normally not awarded support from this scheme.,OTHER_ELIGIBILITY,True,prior-funding-status exclusion
vkkf_konkursu_grafiks_f32630f6a32d,vkkf_konkursu_grafiks_f32630f6a32d_0,The State Culture Capital Foundation provides funding to a legal entity or natural person…,OTHER_ELIGIBILITY,False,"broad entity-type statement, consistent with similar org/individual chunks"
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_0,Eligible applicants may submit two grant applications within the subprogram.,NONE,False,"application-count procedure, not an eligibility gate"
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_1,"If the applicant submits more than two applications, the fund will consider only the first two delivered applications as complete, or the first two applications with the lower serial number, and the others will be excluded.",NONE,False,application-processing procedure
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_2,"Within Program 2, the following are not supported: creation and presentation of stage works, organization of local or regional events, activities of public higher education institutions (support may be requested only in Program 5), activities in the field of cultural-educational activity, material and technical equipment, if it does not directly relate to the implementation of the project.",OTHER_ELIGIBILITY,True,"project-type exclusions, checkable, no better-fitting category"
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_3,"Support is not intended for: accompanying events that are not related to the original focus, projects aimed exclusively at education or research, unsystematic events without regard to artistic or professional level, technical equipment if it is not demonstrably part of the implementation of the project, events with a purely commercial focus or for a closed audience, the creation of works of art, unless, for example, site-specific art is involved.",OTHER_ELIGIBILITY,True,project-type exclusions
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_4,"Eligible applicants: Support is intended for entities that demonstrably operate in the above-mentioned area and have the relevant legal form authorizing them to submit an application. commercial company, civic association, foundation, association of legal entities, non-profit organization providing generally beneficial services, non-investment fund.",OTHER_ELIGIBILITY,False,entity-type/legal-form list
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_5,"In the case of an application for the realization of a competition, the applicant is obliged to submit the competition statute.",NONE,False,document-submission procedure
fpu_slovakia_c225bfd4c2a2,fpu_slovakia_c225bfd4c2a2_6,"Curatorial concept of the exhibition / salon / festival In the case of a site-specific work, the applicant attaches a sketch / sketches of the prepared work.",NONE,False,document-submission procedure
fpu_slovakia_ca6ca107a312,fpu_slovakia_ca6ca107a312_0,Support is intended exclusively for gallery projects that are registered in the Register of Museums and Galleries of the Slovak Republic.,OTHER_ELIGIBILITY,False,official-registration requirement for the organization
fpu_slovakia_ca6ca107a312,fpu_slovakia_ca6ca107a312_1,"The applicant must have one of the following legal forms: a) higher territorial unit, city or municipality, b) budgetary or contributory organization established by a higher territorial unit, c) budgetary or contributory organization established by a municipality, d) civic association, e) foundation, f) association of legal entities, g) non-profit organization providing generally beneficial services, h) non-investment fund.",OTHER_ELIGIBILITY,False,entity-type/legal-form list
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_0,"TOGETHERNESS is looking for eight dancers/movement artists who are interested in exploring, creating and supporting the project.",DISCIPLINE,False,
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_1,What are our requirements for participation?,NONE,False,intro fragment to following list
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_2a,Anyone aged 18 and above,AGE,False,split (Option B) from an AGE+DISCIPLINE compound sentence
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_2b,with some experience in dance/movement/performance,DISCIPLINE,False,split (Option B) from an AGE+DISCIPLINE compound sentence
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_3,Available during the creation and performance period,OTHER_ELIGIBILITY,False,logistical/scheduling availability requirement
